station_no,lat,lng,gu,usage,nh3,co,no2,voc,pm10,time_type
92,36.31791,127.3947,jung-gu,15,0.25109,3.16281,1.2341,34.8254,6.23035,3
61,36.35213,127.34601,yuseong-gu,46,0.17284,2.05543,2.61075,26.16637,18.74316,3
167,36.32692,127.43491,dong-gu,41,0.10721,1.33912,2.84395,6.36863,341.90402,3
27,36.37715,127.37938,yuseong-gu,22,0.148,1.83004,2.90067,30.68972,142.69504,3
111,36.33573,127.3966,seo-gu,31,0.15605,2.0571,3.81048,20.91682,329.21244,3
34,36.35821,127.36614,seo-gu,41,0.18671,2.3196,2.84794,27.71012,36.18544,3
30,36.36197,127.37923,seo-gu,98,0.20146,2.44524,3.11691,17.7571,44.85392,3
20,36.35111,127.39175,seo-gu,47,0.16685,1.90093,2.04581,11.19854,5.48821,3
223,36.35341,127.45401,daedeog-gu,12,0.19143,2.75805,4.1904,30.9908,8.98647,3
146,36.31189,127.34687,seo-gu,15,0.17186,1.86399,2.22324,29.53389,16.66813,3
216,36.30638,127.34168,seo-gu,66,0.17315,1.8724,2.23659,29.51083,18.62588,3
13,36.35881,127.39541,seo-gu,40,0.21422,2.48163,3.17197,15.86829,13.85989,3
57,36.35793,127.34279,yuseong-gu,81,0.15642,1.79099,2.26257,23.72558,21.56372,3
41,36.35373,127.36185,seo-gu,15,0.21763,2.51216,2.84143,18.76212,44.27546,3
37,36.35791,127.39764,seo-gu,33,0.20456,2.25288,2.94021,16.14356,29.2901,3
143,36.32783,127.42628,jung-gu,103,0.14421,1.66624,2.50715,25.63279,147.30874,3
42,36.35342,127.3679,seo-gu,34,0.23041,2.72449,2.6706,23.31897,9.649,3
175,36.30235,127.33983,seo-gu,38,0.22944,2.62211,1.65993,33.76999,22.66866,3
133,36.32873,127.40585,jung-gu,32,0.17968,2.1116,2.72851,30.92815,71.87356,3
23,36.36617,127.3639,yuseong-gu,51,0.19866,2.26503,2.3361,24.94958,59.10108,3
152,36.33222,127.43205,dong-gu,49,0.07887,1.13984,3.66645,10.54617,648.82333,3
174,36.30495,127.35299,seo-gu,46,0.19867,2.24924,2.14196,31.46736,20.47157,3
62,36.35026,127.34059,yuseong-gu,17,0.1687,1.87141,2.3633,30.36668,5.37251,3
118,36.34858,127.43508,dong-gu,26,0.1706,1.87541,1.97216,13.13103,42.24835,3
49,36.34721,127.39003,seo-gu,54,0.20524,2.30204,1.42553,19.98058,2.74757,3
117,36.35066,127.44041,dong-gu,24,0.19198,2.44866,2.69384,18.66927,6.36369,3
16,36.35384,127.39524,seo-gu,44,0.23793,2.32968,2.68755,-0.03723,12.8883,3
53,36.34336,127.38346,seo-gu,21,0.17976,2.30454,3.05338,23.42695,163.75513,3
151,36.33702,127.44779,dong-gu,94,0.17459,1.8809,0.86414,0,31,3
150,36.31241,127.34994,seo-gu,19,0.17113,1.86021,2.21601,29.59695,16.55256,3
116,36.35524,127.43679,dong-gu,14,0.12852,1.72355,2.95596,16.40198,69.37323,3
9,36.36166,127.37418,seo-gu,37,0.21286,2.59514,2.35556,23.49803,6.25744,3
187,36.34426,127.34731,yuseong-gu,30,0.17252,1.96906,2.31579,24.26364,8.14237,3
177,36.30381,127.33717,seo-gu,26,0.22116,2.40955,1.78566,33.04431,25.24464,3
217,36.30054,127.37889,seo-gu,23,0.16191,1.80229,1.90358,31.86273,7.15244,3
90,36.31602,127.3874,jung-gu,25,0.21613,2.63718,1.3357,33.75688,4.1222,3
26,36.37693,127.37875,yuseong-gu,44,0.148,1.83004,2.90067,30.68972,142.69504,3
93,36.31894,127.40039,jung-gu,13,0.22972,3.03333,1.19436,34.6549,6.64883,3
31,36.36177,127.35748,yuseong-gu,125,0.19144,2.29249,2.57238,24.41903,21.83439,3
169,36.33638,127.43026,dong-gu,19,0.09029,1.24857,3.14943,14.71429,102.4,3
91,36.31692,127.39247,jung-gu,8,0.23812,3.06368,1.1915,34.66132,5.78836,3
10,36.36863,127.37975,seo-gu,72,0.13168,1.61022,3.06293,23.703,213.69106,3
78,36.36318,127.43128,daedeog-gu,20,0.1472,1.71589,1.45215,2.70093,1.14019,3
145,36.34901,127.34753,yuseong-gu,17,0.1834,2.07745,2.51235,29.48219,13.8416,3
188,36.29877,127.32955,seo-gu,10,0.27246,3.22834,1.17474,36.95109,28.02606,3
225,36.34893,127.45146,dong-gu,77,0.18177,2.27666,2.42739,15.90509,21.27141,3
190,36.30376,127.31846,yuseong-gu,12,0.2551,3.14441,0.8893,34.32867,4.0979,3
2,36.37439,127.39238,yuseong-gu,33,0.16401,1.94975,2.34047,22.32104,27.44749,3
157,36.34068,127.41063,jung-gu,20,0.16357,1.85547,2.96973,31.10958,69.15382,3
155,36.35845,127.41124,daedeog-gu,32,0.1631,1.8799,2.55056,30.73771,56.63095,3
66,36.34571,127.34036,yuseong-gu,60,0.16664,1.86465,2.24523,30.52694,5.55327,3
136,36.32565,127.42084,jung-gu,36,0.13857,1.64374,2.78362,30.04855,152.53116,3
112,36.33193,127.38535,seo-gu,24,0.24196,3.05078,2.10843,31.4902,29.43137,3
11,36.35881,127.37416,seo-gu,35,0.18062,2.10321,1.99674,23.15207,47.41663,3
120,36.35309,127.43219,dong-gu,17,0.16688,1.86974,2.38164,20.65832,48.12748,3
46,36.34756,127.37725,seo-gu,55,0.17601,2.2832,3.25766,22.19816,150.01711,3
138,36.31648,127.40735,jung-gu,15,0.27465,3.17067,1.30268,33.57786,9.6094,3
89,36.31978,127.39241,jung-gu,20,0.25109,3.16281,1.2341,34.8254,6.23035,3
211,36.44741,127.42642,daedeog-gu,3,0.14977,1.6393,1.59333,32.97674,19.47287,3
220,36.30958,127.3881,jung-gu,11,0.24343,3.00519,1.25315,34.4944,5.48324,3
148,36.34823,127.34452,yuseong-gu,17,0.16784,1.86738,2.62178,30.27204,5.27799,3
38,36.35456,127.35479,seo-gu,22,0.18378,2.28281,2.7973,35.83328,31.2181,3
39,36.35121,127.35193,seo-gu,11,0.19675,2.22211,2.2995,26.55582,32.40808,3
184,36.35257,127.41554,daedeog-gu,3,0.15446,1.81946,2.18971,27.70314,42.97889,3
119,36.34952,127.43276,dong-gu,10,0.1706,1.87541,1.97216,13.13103,42.24835,3
147,36.31631,127.34522,seo-gu,14,0.17376,1.87803,2.07207,29.51151,13.76818,3
140,36.32759,127.42086,jung-gu,17,0.15693,1.79976,2.75519,32.85768,60.53771,3
219,36.31309,127.39943,jung-gu,4,0.25534,3.1722,1.17964,34.46664,6.87368,3
58,36.35643,127.33112,yuseong-gu,26,0.21357,2.2229,1.89318,25.80416,14.59461,3
191,36.32123,127.44496,dong-gu,14,0.12891,1.54649,1.46267,0,69.72277,3
127,36.44862,127.42922,daedeog-gu,7,0.14977,1.6393,1.59333,32.97674,19.47287,3
65,36.34877,127.3444,yuseong-gu,1,0.16784,1.86738,2.62178,30.27204,5.27799,3
134,36.32606,127.40783,jung-gu,25,0.15224,1.84655,2.95356,32.95466,87.02581,3
137,36.31838,127.41165,jung-gu,6,0.27589,3.14235,1.37377,33.81519,15.13426,3
164,36.42771,127.38739,yuseong-gu,8,0.14693,1.59899,1.29311,32.75817,19.22866,3
79,36.36201,127.43554,daedeog-gu,8,0.1472,1.71589,1.45215,2.70093,1.14019,3
192,36.31763,127.42572,jung-gu,3,0.1665,1.84273,2.19325,30.99067,85.52319,3
168,36.34101,127.43565,dong-gu,10,0.14688,1.63988,1.2907,0,159.94869,3
163,36.43307,127.38411,yuseong-gu,3,0.15268,1.63949,1.17955,32.84205,18.0156,3
170,36.32284,127.42413,jung-gu,13,0.14797,1.69606,2.45079,29.48616,155.1204,3
162,36.43158,127.38734,yuseong-gu,3,0.14585,1.60389,1.23502,32.56762,18.67265,3
129,36.44858,127.43582,daedeog-gu,4,0.14772,1.64468,1.60076,32.06329,19,3
70,36.33805,127.33836,yuseong-gu,32,0.15762,1.79571,2.34,21.63095,3.88095,3
